entity_id,body_value
1080,"<img src=""/video/0_covers/
"">
Намедни. Наша Эра. 1961-2003
picГод выпуска: 2003
Жанр: исторический-документальный
Продолжительность: ~45 минут (каждая серия)
Автор и ведущий: Леонид Парфенов
Режиссер: Джаник Файзиев
Сценаристы: Юлия Варенцова, Елизавета Листова, Денис Горелов, Михаил Гринев, Леонид Парфенов, Максим Соколов, Андрей Шилов
Описание: ""Намедни 1961-2003"" - энциклопедия советской и российской жизни в изложении ведущего Леонида Парфенова. События, люди, явления, определившие образ жизни. То, без чего нас невозможно представить, еще труднее - понять.
Сорок три видеофильма год за годом описывает события, людей и явления, сформировавшие наш образ жизни 
в самый зрелый и мирный период истории СССР и России. 
То, без чего нас невозможно представить, еще труднее - понять. 
В каждой серии - редкая, часто уникальная, кинохроника, рассекреченные детали знаменитых политических событий, 
отрывки из лучших кинокартин и мультфильмов, подробности моды, анекдоты, поговорки и комментарии 
""экспертов"" - Анатолия Стреляного, Егора Гайдара, Сергея Караганова, Ренаты Литвиновой и Татьяны Друбич. 

<br>============================= LOCAL URL<br>
<?
//echo ""arg(0) == "".arg(0);
if (arg(0) == 'node')
{
	echo ""<h2>local url</h2>"";
	$node=node_load(arg(1));
//echo ""<pre>"";
//print_r($node);
//print_r($node->field_preview_img);
//print_r($node->field_url);
//print_r($node->field_subfolder);
//print_r($node->field_filename);
//echo ""</pre>"";

	//$site = ""http://localhost"";
	$site = ""file:///mnt/terra"";
	//$site = ""file://m:"";
for ($n1=0; $n1 < count($node->field_filename['und']); $n1++)
{
	echo ""<li><a href='"".$site.""/"".$node->field_subfolder['und'][0]['value'].""/""
.$node->field_filename['und'][$n1]['value'].""' target=_blank>"".$node->field_filename['und'][$n1]['value'].""</a></li>"";
}

}
?>
"
1085,"http://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%BD%D1%8C_%D1%80%D0%BE%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F_%D0%BC%D0%BE%D0%B5%D0%B3%D0%BE_%D0%BB%D1%83%D1%87%D1%88%D0%B5%D0%B3%D0%BE_%D0%B4%D1%80%D1%83%D0%B3%D0%B0
"
1088,"<a href=""http://localhost/video/video_lessons/CMS Drupal Базовый курс/index.html"" target=_blank>
CMS Drupal Базовый курс/index.html</a>"
1089,"<img src=""/video/0_covers/"">
<pre>
«Не крутите ручку настройки» — британская юмористическая телепередача. 
Вначале снималась на студии Rediffusion в Лондоне, затем на Thames Television 
для британского коммерческого телеканала ITV. Выходила с 26 декабря 1967-го по 
14 мая 1969 года.

Первая серия: 26 декабря 1967 г.
Последняя серия: 14 мая 1969 г.
Канал: ITV

</pre>

<?
//echo ""arg(0) == "".arg(0);
if (arg(0) == 'node')
{
	echo ""<h2>local url</h2>"";
	$node=node_load(arg(1));
//echo ""<pre>"";
//print_r($node);
//print_r($node->field_preview_img);
//print_r($node->field_url);
//print_r($node->field_subfolder);
//print_r($node->field_filename);
//echo ""</pre>"";

	//$site = ""http://localhost"";
	$site = ""file:///mnt/terra"";
	//$site = ""file://m:"";
for ($n1=0; $n1 < count($node->field_filename['und']); $n1++)
{

//	echo ""<li><a href='""
//.$site.""/"".$node->field_subfolder['und'][0]['value'].""/""
//.$node->field_filename['und'][$n1]['value'].""' target=_blank>""
//.$node->field_filename['und'][$n1]['value'].""</a></li>"";

//-----------------------------------------------------------------------
	$file=explode(""#"",$node->field_filename['und'][$n1]['value']);
//echo ""file = <pre>"";
//print_r($file);
//echo ""</pre>"";
	if (!empty($file[1]))
	{
		$link_text=$file[1];
	}
	else
	{
		$link_text=$file[0];
	}

	echo ""<li><a href='""
.$site.""/"".$node->field_subfolder['und'][0]['value'].""/"".$file[0].""' target=_blank>""
.$link_text.""</a></li>"";
}

}
?>
"
1092,"<img src=""/video/0_covers/"">
<?
//echo ""arg(0) == "".arg(0);
if (arg(0) == 'node')
{
	echo ""<h2>local url</h2>"";
	$node=node_load(arg(1));
//echo ""<pre>"";
//print_r($node);
//print_r($node->field_preview_img);
//print_r($node->field_url);
//print_r($node->field_subfolder);
//print_r($node->field_filename);
//echo ""</pre>"";

	//$site = ""http://localhost"";
	$site = ""file:///mnt/terra"";
	//$site = ""file://m:"";
for ($n1=0; $n1 < count($node->field_filename['und']); $n1++)
{

//	echo ""<li><a href='""
//.$site.""/"".$node->field_subfolder['und'][0]['value'].""/""
//.$node->field_filename['und'][$n1]['value'].""' target=_blank>""
//.$node->field_filename['und'][$n1]['value'].""</a></li>"";

//-----------------------------------------------------------------------
	$file=explode(""#"",$node->field_filename['und'][$n1]['value']);
//echo ""file = <pre>"";
//print_r($file);
//echo ""</pre>"";
	if (!empty($file[1]))
	{
		$link_text=$file[1];
	}
	else
	{
		$link_text=$file[0];
	}

	echo ""<li><a href='""
.$site.""/"".$node->field_subfolder['und'][0]['value'].""/"".$file[0].""' target=_blank>""
.$link_text.""</a></li>"";
}

}
?>
"
1094,"<pre>
Экранизация древней лапландской легенды о войне с белоглазой чудью. 
Миролюбивые саамы (лопари), живущие на севере Скандинавского полуострова, 
становятся жертвой набега воинственной чуди. В центре повествования - фигура юноши-саама, 
вызвавшегося провести вражеский отряд к родному селению. 
Результат удивительным образом напоминает то, что проделает с поляками Иван Сусанин 
пять столетий спустя. Небезынтересен тот факт, что режиссер этого фильма - этнический саам. 
Возможно это обстоятельство обусловило бережное, внимательное отношение авторов картины 
к этнографическому материалу - музыке, обрядам, предметам материальной культуры лапландцев.
http://rutracker.org/forum/viewtopic.php?t=620075
http://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%B2%D0%BE%D0%B4%D0%BD%D0%B8%D0%BA_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29
</pre>
"
1097,"<pre>
""Орда"" - веками это слово означало кровавые набеги и унизительную дань 
для многих стран и народов. Странный и страшный мир со своими законами и обычаями. 
В середине XIV века власть Орды простирается над большей частью Евразии. 
Платит дань и Московское княжество. Столица Золотой Орды - город Сарай-Бату. 
Тайдула, мать хана Джанибека, внезапно ослепла. Всевозможные лекари, знахари 
и шаманы безрезультатно пытались вернуть ей зрение. До Орды дошли слухи о 
московском митрополите Алексии, по молитвам которого творятся чудеса и которого 
ордынцы считают ""великим колдуном"". В Москву прибывают ханские послы и требуют, 
чтобы Алексий поехал с ними в Орду и вылечил ханшу...
</pre>
"
1098,"<pre>
Первый полностью звуковой фильм Чарльза Чаплина. 
Он играет сразу две роли: фашистского диктатора Аденоида Хинкеля 
(недвусмысленно загримированной под Гитлера) и еврея — парикмахера, 
который как две капли воды похож на него.
</pre>"
1100,"<pre>
В середине XIX века наступают последние дни сегунов и самураев. 
Ветер перемен ощущается по всей Японии и даже в маленьком княжестве Унасаку 
на северо-западном побережье Японии. Мунэдзо Катагири (Масатоши Нагасэ) и 
Самон Симада (Хидэтака Есиока) провожают своего друга Яитиро Хадзаму в далекий Эдо, 
где он должен занять важное положение вместе с членами их клана...
</pre>"
1102,"<pre>
Фильм создан по мотивам известного и очень любимого в Японии
плутовского романа Дзиппэнся Икку ""На своих на двоих по Токайдоскому тракту"" (1802—1822).
Действие происходит во времена, когда Токио ещё назывался Эдо.
Окино - ойран (главная куртизанка) одного из веселых домов Квартала Красных Фонарей. 
Юность ее прошла, поток клиентов поредел, и Окино решает оставить свое ремесло, 
и вернуться в деревню к отцу.
Вырваться из Квартала не так то просто, но хитроумная Окино находит выход из положения. 
Она призывает на помощь Ядзи, бедного вдовца, который зарабатывает на жизнь лепкой фигурок из теста. 
Добрый и наивный Ядзи не в силах устоять перед ""профессиональным"" очарованием плутовки
Окино и соглашается помочь ей. К беглецам присодиняется и друг Ядзи, незадачливый актер, 
который хочет начать все сначала где-нибудь подальше от Эдо.
Так начинается путешествие этой забавной троицы по дорогам старинной Японии. 
Им предстоят встречи с живописными персонажами, невероятные ситуации, трудности и радости долгого пути, 
в конце которого их ждет самая главная награда - взаимопонимание, дружба и любовь.
</pre>"
1103,"<pre>
Япония, Эдо, 1868 год. Конец сегуната.
Второй сын в захудалом самурайском доме, Хитоширо редкостно неудачлив.
Несмотря на таланты, он не может получить достойной должности и проявить себя.
Его семья еле сводит концы с концами.
Знающие люди советуют ему помолиться в чудодейственном храме Трех Кругов. 
Тамошний Лисий Бог как никто помогает от несчастий. Хитоширо не особенно верит в такие вещи, 
но однажды, возвращаясь домой навеселе, он набрел на святилище в диких зарослях...
</pre>"
1108,"<pre>
 Джошуа — сотрудник американских спецслужб в Париже. 
От рук исламских террористов погибают его жена и сын. 
Он убивает несколько мусульман в мечети, а потом вместе со своим другом уходит 
в Иностранный Легион. Ему придется выбирать между добром и злом. 
Через несколько лет, уже в 1993 году, он умело и безжалостно воюет на стороне сербов 
в бывшей Югославии, где спасает из огня безумия межнационального конфликта 
беременную женщину-сербку. Душераздирающая и жестокая драма, осуждающая эту 
страшную войну, которую никак не удается остановить.
</pre>
http://ru.wikipedia.org/wiki/%D0%A1%D0%BF%D0%B0%D1%81%D0%B8%D1%82%D0%B5%D0%BB%D1%8C_%28%D1%84%D0%B8%D0%BB%D1%8C%D0%BC%29"
1111,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1112,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1113,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1116,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1117,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1118,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1119,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1120,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1121,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1122,"<pre>
Эксгибиционист — российский мультипликационный фильм для взрослых.
Фильм участвовал в фестивале «Тарус-1996».
</pre>
"
1123,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1124,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1125,"<pre>
Этот фильм о роботах снят по мотивам нашумевшей научно-популярной книги немецкого фотографа Петера Менцеля и журналиста Фейта Д'Алусио ""Robo sapiens. Эволюция нового вида"".
</pre>
============================
демо роботов Boston Dynamics

http://www.youtube.com/watch?feature=player_embedded&v=wE3fmFTtP9g
http://compulenta.computerra.ru/tehnika/robotics/10009335/

http://www.youtube.com/watch?feature=player_embedded&v=SD6Okylclb8
http://www.youtube.com/watch?feature=player_embedded&v=LJZQ3n-iQYE
http://www.computerra.ru/84772/robot-vyuchnyiy-mul-i-chelovekopodobnyiy-atlas-hvastayutsya-novyimi-dostizheniyami/

Big Dog
http://www.youtube.com/watch?feature=player_embedded&v=cHJJQ0zNNOM
https://docs.google.com/file/d/0B0l5s_9HQLzzTTA3aERnU2oxTVU/edit?usp=sharing

LS3 - Legged Squad Support System
http://www.youtube.com/watch?feature=player_embedded&v=R7ezXBEBE6U
https://docs.google.com/file/d/0B0l5s_9HQLzzTU9Fc0pTb0tNaUk/edit?usp=sharing

DARPA Legged Squad Support System (LS3)
http://www.youtube.com/watch?feature=player_embedded&v=xY42w1w0TWk
https://docs.google.com/file/d/0B0l5s_9HQLzzMnRJa29oQk9Pczg/edit?usp=sharing

LS3 Follow Tight
http://www.youtube.com/watch?feature=player_detailpage&v=hNUeSUXOc-w
https://docs.google.com/file/d/0B0l5s_9HQLzzSG56bHZNRTJ2Q0E/edit?usp=sharing

RHex Rough-Terrain Robot
http://www.youtube.com/watch?feature=player_embedded&v=ISznqY3kESI
https://docs.google.com/file/d/0B0l5s_9HQLzzWGlLSVhLN19ldGM/edit?usp=sharing

Sand Flea Jumping Robot
http://www.youtube.com/watch?feature=player_embedded&v=6b4ZZQkcNEo
https://docs.google.com/file/d/0B0l5s_9HQLzzN09mbmRrQkRPN0U/edit?usp=sharing
"
1127,"http://ru.wikipedia.org/wiki/%D0%94%D0%B5%D1%81%D1%8F%D1%82%D1%8C_%D0%BB%D0%BE%D0%B4%D0%BE%D0%BA
<pre>
«Де́сять ло́док» (англ. Ten Canoes) — австралийский фильм 2006 г. в жанре драмы-комедии. 
Это первый фильм, полностью снятый на одном из аборигенных языков Австралии. 
Название фильма связано с одной из сюжетных линий: племя аборигенов делает 10 каноэ 
и отправляется на них за гусиными яйцами, и по ходу их путешествия один из его участников рассказывает историю. Фильм получил специальную премию Каннского фестиваля
</pre>
"
1128,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1130,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1131,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1132,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1133,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1134,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1135,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1136,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1137,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1138,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1139,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1140,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1142,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1143,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1144,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1145,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1146,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1147,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1148,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1149,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1150,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1151,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1152,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1153,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1154,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1155,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1156,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1160,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1162,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1163,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1164,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1165,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1166,"<img src=""/video/0_covers/"">
<pre>
Перхана, обладающего способностью взглядом передвигать предметы, 
воспитывает бабушка, сама наделенная даром лечить людей без лекарств. 
Есть у Перхана еще дядя, безнадежный игрок, не знающий, что такое удача, и сестра-калека. Появляется у Перхана и любовь, но родители не отдают за него дочь - Перхан беден, живет честно, а у таких деньги не заводятся. И он отправляется в Италию, чтобы по дороге отдать сестру в больницу в Люблянах, заработать денег, построить дом и жениться на любимой. А зарабатывают цыгане, продавая детей, воруя, нищенствуя. Перхан ломает в себе чистый стержень, ""поймав самого себя на лжи"", он никому не верит, и золото течет к нему в руки, но бабушка не рада такому богатству. Перхан не верит, что девушка, ради которой он уехал на заработки, носит его ребенка. Она рожает ему сына, но сама умирает...

</pre>
http://ru.wikipedia.org/wiki/%D0%92%D1%80%D0%B5%D0%BC%D1%8F_%D1%86%D1%8B%D0%B3%D0%B0%D0%BD"
1167,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1168,"<img src=""/video/0_covers/"">
<pre>
Что может случится с человеком за 10 минут?
</pre>
"
1170,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1171,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1172,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1173,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1174,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1175,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1176,"<img src=""/video/0_covers/"">
<pre>
Оживает величественное и мрачное средневековье, время кровавых битв и фанатичных героев. 
Реалистичная и пугающая постановка батальных сцен, потрясающая глубина визуальных образов и 
волнующая музыка Эрика Серра переносят зрителя напятьсот лет назад, туда, где звуки молитв 
заглушаются звоном мечей и где беспросветные ночи озаряются пламенем костров, пожирающих невинных жертв.
</pre>
"
1177,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1178,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1180,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1181,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1182,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1183,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1184,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1185,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1186,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1187,"<img src=""/video/0_covers/"">
<pre>
Фильм второй : «Диктатура мозга» По внешнему виду этого розоватого студня ни за что не догадаться, 
что именно он — спрятанный в черепной коробке комок клеток — управляет нами и нашими поступками. 
Даже великий Аристотель считал, что мозг — всего лишь своеобразный кондиционер для охлаждения горячей крови. 
Однако к началу прошлого века стало понятно: именно здесь скрыты мы и все наши мысли, чувства и желания. 
С тех пор принципы работы мозга не оставляют ученых равнодушными…
Павел Лобков продолжает открывать сенсационные факты, неизвестные за пределами узкого круга ученых. Зрители увидят первое интервью отца психохирургии Хосе Дельгадо, которому в результате экспериментов почти удалось получить Человека Управляемого — мечту любого диктатора. А также узнают, как печально известный ученый Уолтер Фримен в поисках лечения шизофрении лишил разума тысячи пациентов.
Автор проекта побывает в Институте мозга — в «святая святых» научного
сообщества, хранилище гениальных разумов XX века. В СССР мозг выдающегося человека не принадлежал ни ему, ни его родственникам, но помогли ли исследования консервированных мозгов приоткрыть тайну одаренности?
</pre>
"
1189,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1190,"<img src=""/video/0_covers/"">
<pre>
http://ru.wikipedia.org/wiki/%D0%91%D0%B0%D1%88%D0%BD%D1%8F_Rowan
</pre>
"
1191,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1192,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1193,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1194,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1195,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1196,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1197,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1198,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1202,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1203,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1205,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1206,"<img src=""/video/0_covers/"">
<pre>
«Уморительный» сериал «Санчо с ранчо» был частью программы петербургского телевидения «Хамелеон», 
курировавшейся известным и популярным режиссером Юрием Маминым. Гениальность этой пародии была в том, 
что якобы мексиканский сериал «Санчо с ранчо» зрители видели сразу в двух ипостасях: на экране и за экраном. 
На экране душераздирающие происшествия в солнечной Мексике, а вне экрана за ними с волнением наблюдает 
обычное российское семейство – бабушка и дедушка, отец и мать, дочка и сын. Фокус в том, что они же предстают 
и в экзотических мексиканских ролях, и словно следят сами за собой. Нужно вспомнить повальное увлечение 
тех лет «Рабыней Изаурой» и «Просто Марией», которые, кстати, сейчас изданы на дисках и продолжают 
покорять простые сердца наших российских граждан. Справедливость требует, чтобы и замечательная пародия 
Юрия Мамина снова нашла своих зрителей, тем более, что многие о ней помнят и давно уже ищут на нашем трекере.

Объясняю: режиссер Мамин серии «Санчо с ранчо» не нумеровал. В интернете нашлось упоминание, что бонусом в каком-то подарочном диске была 127-я серия «Санчо с ранчо», выпусков же «Хамелеона», чьей рубрикой сериал являлся, было немного, около десятка. 
Так что это, вероятно, намеренная мистификация: Мамин создавал подобие бесконечного латиноамериканского сериала 
с отвратительным якобы дубляжом (Санчо (говорит с Марией): Открой мне свои откровения!) и с полным набором их 
приемов – непонятной беременностью, потерянной памятью и так далее. Возможно, что впоследствии появятся еще 
какие-то отдельные серии милого «Санчо» - мои были записаны случайно – чему мы все будем очень рады.

В релизе представлены 3 серии пародийного «мексиканского» сериала «Санчо с ранчо». 
Первая – в составе полностью записанной особенно удачной передачи «Хамелеон», 
вторая и третья демонстрируются отдельно. Порядок их произвольный, поскольку установить 
последовательность трудно, да и не нужно. Отдельным выпуском «Хамелеона» была поп-опера 
«Женька Онегин», которая вошла в состав релиза - 
Пушкин. Куклы. Поп-опера «Женька Онегин» от 5 августа 2009 года.
http://rutracker.org/forum/viewtopic.php?t=2076068.
</pre>
"
1207,"<img src=""/video/0_covers/"">
<pre>
Однажды школьница Оля взглянула в самое обычное зеркало, которое висело дома в прихожей, и неожиданно отправилась путешествовать в волшебную зазеркальную страну вместе со своим отражением - озорной девочкой Яло. Вдвоем им удается вызволить из тюрьмы мальчика Гурда и разрушить злые чары кривых зеркал...
</pre>
"
1209,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1210,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1211,"<img src=""/video/0_covers/"">
<pre>
https://www.youtube.com/watch?v=T7II-VrefCk
https://www.youtube.com/watch?v=CogbtVMpgvw
https://www.youtube.com/watch?v=GEiVEKmYiO8
https://www.youtube.com/watch?v=smlFVL4OtyQ
https://www.youtube.com/watch?v=peubUS61VmM
https://www.youtube.com/watch?v=IiSiAN1rVC4
https://www.youtube.com/watch?v=395EJDlfHT0
https://www.youtube.com/watch?v=mYwpW2NJrfs
https://www.youtube.com/watch?v=yc89yDUbF40
https://www.youtube.com/watch?v=xhQ1HAQvtVQ
</pre>
"
1212,"<pre>
Михайло Ломоносов - многосерийный фильм о истории России XVIII века 
через жизнь и деятельность выдающегося русского учёного и литератора Михайло Ломоносова. Фильм состоит из трёх разделов: «От недр своих», «Врата учёности» и «Во славу Отечества», в каждом из которых по три серии
Фильм 1 - ""От Недр Своих"", 1984 г. (3 серии)
Фильм охватывает детские и юношеские годы Ломоносова. Большое впечатление производит на юношу посещение Соловецкого монастыря и беседы со старообрядцем Мошкарем. Стремление учиться приводит юношу в Москву. Впереди - Петербург и необыкновенная судьба...
Фильм 2 - ""Врата Учености"", 1986 г. (3 серии)
В Фильме ""Врата учености"" рассказывается о том, как Михайло Ломоносов продолжал образование в Германии, а затем, вернувшись на родину, возглавил борьбу за становление и развитие отечественной науки.
Фильм 3 - ""Во Славу Отечества"", 1986 г. (3 серии)
В Фильме ""Во славу Отечества"" события происходят спустя 20 лет и рассказывают о последних годах жизни ученого, ставшего академиком и получившего мировую известность за свои научные открытия.
</pre>
"
1214,"<pre>
Когда наступает ночь, и силы Зла властвуют безраздельно, можно столкнуться с теми, с кем не встретишься днем — темными магами, вампирами и прочей нечистью. Их сила столь велика, что справиться с ними обычным оружием невозможно.
Но по следу «ночных охотников» идут те, кто веками сражается с порождениями сумрака и побеждает их, неукоснительно соблюдая при этом Договор, заключенный тысячелетия тому назад между Светлыми и Темными… Имя им — Ночной Дозор. Их предназначение — сохранение равновесия между Добром и Злом, нарушение которого вызывает разрушения, войны, революции, вселенские катастрофы.
</pre>
"
1114,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1129,"<img src=""/video/0_covers/"">
<pre>
</pre>
"
1059,"<?
//echo ""arg(0) == "".arg(0);
if (arg(0) == 'node')
{
	$node=node_load(arg(1));
//echo ""<pre>"";
//print_r($node);
//print_r($node->field_preview_img);
//print_r($node->field_url);
//print_r($node->field_subfolder);
//print_r($node->field_filename);
//echo ""</pre>"";

	$subfolder=$node->field_subfolder['und'][0]['value'];

	for ($n1=0; $n1 < count($node->field_filename['und']); $n1++)
	{

//------------- формирование ссылки из поля field_filename (filename#описание)
		$file=explode(""#"",$node->field_filename['und'][$n1]['value']);
//echo ""file = <pre>"";
//print_r($file);
//echo ""</pre>"";
		if (!empty($file[1]))
		{
			$link_text=$file[1];
		}
		else
		{
			$link_text=$file[0];
		}

echo ""<b>"".$link_text.""</b>"";
echo ""<ul>"";

		$pos = strpos($link_text, ""external"");
//----- если ссылка локальная, то сформировать ссылки из поля field_url
		if ($pos === false)
		{
			for ($n2=0; $n2<count($node->field_url['und']); $n2++)
			{
				$site = $node->field_url['und'][$n2]['value'];
				$url = explode(""#"",$site);
//echo ""url = <pre>"";
//print_r($url);
//echo ""</pre>"";
				if (!empty($url[1]))
				{
					$url_text=$url[1];
				}
				else
				{
					$url_text=$url[0];
				}

echo ""<li>"";
echo ""<a href='"".$url[0].""/"".$subfolder.""/"".$file[0].
""' target=_blank>url "".$url_text.""</a>"";
echo ""</li>"";
			}//-------------------------------------- end for
		}
		else
		{
//----- добавить к ссылке имя сайта
			echo ""<p>"";
			echo ""<a href='"".$file[0].""' target='_blank'>"".$link_text.""</a>"";
			echo ""</p>"";
		}
echo ""</ul>"";

	}//----------------------------- end for

}//------------------------- end if
?>
"
